X1,X2,X3,X4,X5,X6,X7,X8,Sds_Armed,Anomaly_Tag
0.023799,0.47949,11.938,39.39,0.47995,9.6697,240.75,794.37,0,0
0.030529,0.62184,16.094,46.799,0.61566,12.54,324.57,943.78,0,0
0.037148,0.77232,19.494,54.236,0.74916,15.575,393.12,1093.8,0,0
0.043699,0.91248,23.311,63.312,0.88127,18.402,470.11,1276.8,0,0
0.049376,1.1076,28.912,78.849,0.83475,18.5,506.89,1191,0,0
0.057063,1.2736,35.394,92.031,0.83376,18.677,553.89,1218.1,0,0
0.067221,1.3962,38.974,103.1,0.87568,18.486,545.22,1284.8,0,0
0.077472,1.5922,43.409,112.24,0.94668,19.569,550.85,1319.8,0,0
0.085999,1.7973,49.621,120.85,0.98516,20.67,607.57,1343.4,0,0
0.094288,2.0027,56.33,130.2,1.0202,21.985,665.87,1348.9,0,0
0.10505,2.2226,62.46,142.07,1.1227,22.486,676.55,1275,0,0
0.11272,2.4669,67.498,154.83,1.1224,24.066,647.43,1266.4,0,0
0.11995,2.6781,72.193,167.76,1.0634,25.852,669.91,1303.9,0,0
0.12461,2.8825,76.419,177.79,0.95054,26.021,665.69,1321.9,0,0
0.13082,3.0117,80.538,187.28,0.90387,24.491,623.49,1339.6,0,0
0.13832,3.1735,85.026,198.51,0.88805,23.612,578.7,1377.7,0,0
0.14763,3.3837,90.37,211.31,0.85873,23.416,562.85,1396.4,0,0
0.15575,3.6146,95.643,226.52,0.86791,23.145,567.58,1445.8,0,0
0.16386,3.8933,102.97,241.99,0.88543,24.507,620.73,1497,0,0
0.1717,4.0935,110.25,254.99,0.94977,24.422,682.3,1556.8,0,0
0.18032,4.2628,116.05,271.07,0.99831,25.231,716.13,1689.8,0,0
0.19018,4.4499,120.91,287.42,1.0458,25.74,723.61,1792.9,0,0
0.19736,4.6436,127.56,301.83,1.0028,25.409,750.09,1825.3,0,0
0.20518,4.7697,133.77,313.7,0.99667,23.293,768.87,1758,0,0
0.21399,4.88,138.82,323.7,1.0109,19.897,722.98,1648,0,0
0.22425,5.0159,143.47,335.22,1.0598,18.601,669.92,1618,0,0
0.23354,5.174,148.23,343.76,1.0733,18.375,648.95,1465.9,0,0
0.24143,5.3344,153.97,351.92,1.0335,17.837,666.67,1300.9,0,0
0.24577,5.4957,158.22,359.18,0.97622,17.184,618.2,1156.7,0,0
0.24958,5.6777,162.67,370.16,0.89546,18.311,582.82,1138.8,0,0
0.25577,5.8431,167.48,385.36,0.8427,19.423,577.84,1243.3,0,0
0.26203,6.0926,172.73,396.09,0.76179,21.713,590.11,1227.5,0,0
0.26666,6.2882,177.96,405.72,0.66778,22.47,599.64,1249.6,0,0
0.27381,6.4314,181.47,415.72,0.65297,22.122,554.7,1286.6,0,0
0.28315,6.6152,185.16,425.37,0.75384,22.576,543.33,1334.7,0,0
0.2904,6.7711,190.01,433.54,0.82327,22.052,551.34,1278.1,0,0
0.29714,6.8886,195.17,444.77,0.83429,21.084,558.4,1198.2,0,0
0.30706,7.0634,200.38,454.92,0.90818,19.579,557.62,1186.4,0,0
0.31637,7.2827,205.79,468.53,1.0026,20.056,561.11,1266.7,0,0
0.32395,7.5268,211.23,485.64,1.0111,22.09,600.06,1410.1,0,0
0.33307,7.788,218.96,502.48,1.0067,23.651,681.67,1555.2,0,0
0.34475,8.0076,224.61,514.95,1.096,24.935,697.71,1641.8,0,0
0.36371,8.3012,235.98,537.71,1.1424,24.961,717.92,1669.8,0,0
0.37187,8.4343,241.99,549.59,1.1192,23.223,730.16,1634.6,0,0
0.38637,8.8344,255.46,577.16,1.075,21.103,735.99,1505.9,0,0
0.39413,8.9819,260.94,587.55,0.99592,19.649,732.67,1464,0,0
0.4023,9.176,265.4,597.38,0.96816,20.39,715.85,1399.3,0,0
0.40873,9.3645,270.46,607.06,0.90794,21.445,695.38,1398.4,0,0
0.4153,9.5042,275.02,617.49,0.87586,21.577,666.04,1369.5,0,0
0.42227,9.6115,279.45,627.77,0.85891,19.37,614.5,1284.7,0,0
0.42899,9.7389,284.88,639.58,0.85932,18.242,593.38,1258.9,0,0
0.43879,9.8717,289.8,648.92,0.90052,17.944,582.16,1237.8,0,0
0.44808,10.01,296.9,659.78,0.9231,16.823,635.32,1258.4,0,0
0.45909,10.171,306.74,675.01,1.0156,16.263,731.57,1370.3,0,0
0.46715,10.379,313.03,687.64,1.0456,17.64,766.51,1414.6,0,0
0.4749,10.569,318.68,698.4,1.0614,19.304,791.18,1424.5,0,0
0.4837,10.747,324.37,707.28,1.1035,20.327,796.29,1365.3,0,0
