X1,X2,X3,X4,X5,X6,X7,X8,Sds_Armed,Anomaly_Tag
0.011141,0.042238,0.26946,0.55574,0.22467,0.85179,5.434,11.207,0,0
0.01583,0.053766,0.33949,0.67224,0.31925,1.0843,6.8464,13.557,0,0
0.021168,0.063703,0.43796,0.78589,0.42688,1.2847,8.8323,15.849,0,0
0.026527,0.074076,0.54238,0.89082,0.53497,1.4939,10.938,17.965,0,0
0.032241,0.087715,0.63625,0.98445,0.57725,1.3366,11.065,16.756,0,0
0.03648,0.10053,0.73681,1.0875,0.58319,1.3611,11.162,14.55,0,0
0.040084,0.11111,0.83522,1.1618,0.5837,1.3889,11.41,12.223,0,0
0.043733,0.12227,0.91458,1.2205,0.56271,1.3816,11.598,11.057,0,0
0.048725,0.137,0.98918,1.2725,0.55575,1.4781,11.116,9.8126,0,0
0.054227,0.15342,1.0839,1.3212,0.55862,1.6002,10.922,8.6786,0,0
0.061548,0.16705,1.1802,1.3668,0.59103,1.5999,10.97,7.71,0,0
0.066773,0.17956,1.2735,1.4142,0.61092,1.5938,10.824,6.5887,0,0
0.071914,0.19387,1.3536,1.4672,0.6419,1.6691,10.455,6.1574,0,0
0.077267,0.20865,1.443,1.5113,0.67626,1.7418,10.657,5.864,0,0
0.085139,0.22636,1.5448,1.5529,0.73435,1.8022,11.205,5.6558,0,0
0.09061,0.23869,1.6341,1.5912,0.73372,1.7196,11.094,5.4448,0,0
0.094527,0.24707,1.7111,1.6303,0.66507,1.6138,10.705,5.3147,0,0
0.097853,0.25658,1.7838,1.6723,0.62676,1.5532,10.29,5.2044,0,0
0.10243,0.26832,1.8584,1.713,0.61548,1.5014,10.18,4.9571,0,0
0.11316,0.28658,1.9479,1.7554,0.72385,1.5717,10.181,4.922,0,0
0.12153,0.30044,2.0423,1.796,0.73385,1.4939,10.033,4.9016,0,0
0.12583,0.30832,2.1289,1.8346,0.71023,1.4042,9.9802,4.9096,0,0
0.12904,0.31559,2.2077,1.8732,0.69595,1.3817,10.016,4.8985,0,0
0.13527,0.32666,2.2944,1.9095,0.75468,1.4133,10.296,4.7839,0,0
0.14019,0.33481,2.4042,1.9472,0.7614,1.3408,11.006,4.7244,0,0
0.14391,0.34203,2.5266,1.9847,0.62005,1.1183,11.672,4.6249,0,0
0.14721,0.34958,2.6329,2.0242,0.51793,0.99089,11.909,4.6027,0,0
0.1503,0.35953,2.7161,2.0625,0.49343,1.0327,11.841,4.5954,0,0
0.15485,0.37246,2.8013,2.0973,0.52058,1.1468,11.972,4.5183,0,0
0.16048,0.38655,2.8897,2.1314,0.50828,1.2079,12.006,4.474,0,0
0.16431,0.39553,2.9871,2.1646,0.48652,1.2245,11.755,4.3828,0,0
0.16783,0.40426,3.0866,2.1996,0.48239,1.255,11.293,4.3333,0,0
0.17155,0.41304,3.1832,2.239,0.49082,1.2798,11.098,4.3308,0,0
0.17606,0.42186,3.263,2.2753,0.51948,1.2571,11.031,4.2912,0,0
0.18109,0.43136,3.3327,2.3084,0.52912,1.1879,10.717,4.2578,0,0
0.19312,0.45335,3.41,2.3386,0.65836,1.3471,10.492,4.179,0,0
0.20658,0.47977,3.4901,2.3645,0.85244,1.6988,10.144,4.0325,0,0
0.22075,0.50202,3.5676,2.3897,1.0672,1.9714,9.6992,3.8347,0,0
0.22859,0.51457,3.6298,2.4175,1.1503,2.0475,9.0065,3.6008,0,0
0.2331,0.52233,3.6908,2.4406,1.1503,2.0261,8.627,3.3333,0,0
0.23749,0.5303,3.7518,2.4636,1.1374,1.9954,8.4505,3.1305,0,0
0.24175,0.53803,3.8186,2.4897,0.9806,1.7076,8.2407,3.0468,0,0
0.24541,0.54556,3.9089,2.5158,0.78306,1.3268,8.4458,3.0514,0,0
0.24825,0.55293,3.99,2.5414,0.55464,1.0267,8.5191,3.0585,0,0
0.25246,0.56272,4.0637,2.5717,0.48134,0.97105,8.7501,3.1099,0,0
0.25694,0.57274,4.1395,2.6011,0.48086,1.0166,9.0486,3.238,0,0
0.26199,0.58206,4.2106,2.6312,0.49412,1.0438,9.2522,3.3797,0,0
0.26959,0.59475,4.289,2.6636,0.56146,1.144,9.4858,3.5071,0,0
0.27603,0.6063,4.3637,2.6962,0.61749,1.2249,9.1717,3.6365,0,0
0.28073,0.61625,4.4292,2.7306,0.655,1.2769,8.8564,3.8153,0,0
0.28467,0.62621,4.4952,2.7653,0.6496,1.2803,8.7032,3.9032,0,0
0.28883,0.63628,4.5588,2.796,0.64298,1.2813,8.4545,3.9297,0,0
0.2931,0.64598,4.6309,2.8215,0.62736,1.2892,8.4766,3.8369,0,0
