X1,X2,X3,X4,X5,X6,X7,X8,Sds_Armed,Anomaly_Tag
0.015793,0.028698,0.15539,0.061863,0.31849,0.57875,3.1338,1.2476,0,0
0.019733,0.036109,0.2144,0.082957,0.39794,0.7282,4.3237,1.673,0,0
0.023751,0.043895,0.26869,0.1016,0.47898,0.88522,5.4186,2.049,0,0
0.030595,0.054125,0.32069,0.11987,0.61701,1.0915,6.4673,2.4175,0,0
0.036998,0.063907,0.37969,0.14044,0.63656,1.094,6.6028,2.4058,0,0
0.043911,0.075366,0.44154,0.16856,0.68319,1.15,6.8433,2.572,0,0
0.051004,0.088018,0.50159,0.19174,0.7101,1.1963,6.9817,2.6192,0,0
0.055867,0.097386,0.56284,0.21341,0.72871,1.2358,7.027,2.6307,0,0
0.060445,0.10556,0.61896,0.23422,0.73999,1.2435,7.0638,2.6743,0,0
0.066226,0.11479,0.6677,0.2514,0.71856,1.2234,6.998,2.6524,0,0
0.071256,0.12293,0.71601,0.27025,0.69087,1.1903,6.7825,2.6178,0,0
0.07558,0.13085,0.76604,0.28886,0.63865,1.119,6.5441,2.426,0,0
0.079886,0.13963,0.82288,0.30616,0.58246,1.0409,6.4794,2.3075,0,0
0.084187,0.1483,0.88044,0.32335,0.57112,1.0267,6.405,2.2172,0,0
0.088156,0.15642,0.93449,0.34148,0.55884,1.0258,6.3632,2.1632,0,0
0.09316,0.16641,0.98841,0.36012,0.54317,1.0411,6.4677,2.1925,0,0
0.098687,0.17653,1.0418,0.37697,0.5532,1.0809,6.5694,2.1521,0,0
0.10263,0.18362,1.0888,0.39468,0.54545,1.0642,6.5098,2.1341,0,0
0.10735,0.19158,1.136,0.41677,0.55375,1.0476,6.3149,2.2306,0,0
0.11241,0.20033,1.1864,0.43525,0.56911,1.0493,6.1696,2.2567,0,0
0.1168,0.20932,1.2393,0.45235,0.57758,1.0668,6.1464,2.2358,0,0
0.12051,0.21847,1.2941,0.47408,0.55154,1.0497,6.1642,2.2982,0,0
0.12406,0.2265,1.3438,0.49647,0.51176,1.0077,6.0917,2.41,0,0
0.13014,0.23574,1.4023,0.52041,0.55493,1.051,6.3222,2.5355,0,0
0.13774,0.24768,1.4622,0.54272,0.61303,1.1314,6.5775,2.54,0,0
0.14475,0.25994,1.5144,0.56098,0.65227,1.2023,6.6149,2.5355,0,0
0.1514,0.27103,1.5697,0.5789,0.6978,1.2445,6.6636,2.5521,0,0
0.1591,0.28189,1.6276,0.59642,0.77831,1.279,6.727,2.4671,0,0
0.16705,0.29396,1.6913,0.61298,0.86697,1.3604,7.0079,2.3494,0,0
0.17514,0.30661,1.7528,0.63223,0.90741,1.4293,7.067,2.255,0,0
0.1806,0.31657,1.8114,0.65213,0.86436,1.3893,7.0419,2.2065,0,0
0.18785,0.32833,1.871,0.6697,0.8691,1.3792,7.1917,2.1924,0,0
0.19748,0.3422,1.9261,0.68844,0.92929,1.4351,7.187,2.209,0,0
0.20403,0.35294,1.984,0.70592,0.90597,1.4328,7.1859,2.2083,0,0
0.20996,0.36339,2.0379,0.72371,0.86521,1.4002,6.9893,2.2331,0,0
0.21734,0.37443,2.0949,0.74115,0.85103,1.3677,6.8991,2.1965,0,0
0.22399,0.38604,2.15,0.75835,0.87494,1.401,6.8288,2.1421,0,0
0.2301,0.39638,2.2138,0.77444,0.85209,1.3723,6.9125,2.1123,0,0
0.2346,0.40504,2.2747,0.79209,0.74867,1.2673,7.0296,2.0903,0,0
0.23915,0.41309,2.3309,0.81129,0.70837,1.2131,6.9962,2.125,0,0
0.24532,0.42277,2.3863,0.82718,0.71313,1.1974,7.0251,2.0867,0,0
0.2518,0.4323,2.4406,0.84214,0.69504,1.167,6.9731,2.0367,0,0
0.26093,0.44393,2.5055,0.85805,0.74495,1.1675,7.1703,2.0106,0,0
0.26912,0.45567,2.5635,0.8758,0.78695,1.1958,7.0526,2.0442,0,0
0.27557,0.46625,2.618,0.89587,0.82623,1.2345,6.9239,2.093,0,0
0.27944,0.47406,2.6762,0.91756,0.81246,1.2296,6.9644,2.1432,0,0
0.28381,0.48187,2.7397,0.9387,0.77626,1.1918,7.1282,2.249,0,0
0.2891,0.49172,2.7996,0.95864,0.75223,1.1982,7.2385,2.3493,0,0
0.29329,0.50019,2.8544,0.97871,0.65267,1.1344,7.0352,2.4334,0,0
0.29824,0.50832,2.9127,0.99773,0.58711,1.0616,7.0425,2.4589,0,0
0.30161,0.51421,2.9768,1.0201,0.52503,0.9672,7.2365,2.5055,0,0
0.30359,0.5188,3.0377,1.0397,0.48705,0.90232,7.2892,2.4627,0,0
0.30734,0.52652,3.0982,1.0579,0.4745,0.90052,7.2296,2.4037,0,0
0.31153,0.5352,3.1554,1.0772,0.4523,0.87689,7.1759,2.3918,0,0
0.31527,0.5434,3.2117,1.0939,0.44323,0.87153,7.2051,2.3228,0,0
0.3182,0.54977,3.2621,1.1114,0.40264,0.83605,7.0468,2.2922,0,0
0.32003,0.55488,3.3161,1.1312,0.37149,0.82011,6.8417,2.2404,0,0
0.32299,0.56288,3.373,1.1515,0.39126,0.88878,6.7623,2.2547,0,0
0.32725,0.57087,3.435,1.1701,0.40155,0.89442,6.7911,2.2635,0,0
0.33216,0.57918,3.4926,1.1898,0.41606,0.8869,6.8002,2.2703,0,0
0.33623,0.58693,3.552,1.2079,0.42275,0.8778,6.8641,2.2989,0,0
0.34041,0.59465,3.6132,1.225,0.44783,0.90498,7.0793,2.2912,0,0
0.34517,0.60301,3.6798,1.2436,0.50698,0.97068,7.3358,2.2665,0,0
0.35177,0.61294,3.743,1.2627,0.58028,1.0097,7.4621,2.2418,0,0
0.35775,0.62223,3.804,1.2806,0.61499,1.0356,7.4419,2.2273,0,0
0.36133,0.62891,3.866,1.2976,0.58823,1.0029,7.5299,2.1746,0,0
