X1,X2,X3,X4,X5,X6,X7,X8,Sds_Armed,Anomaly_Tag
0.012153,0.01437,0.1132,0.037286,0.24509,0.28979,2.2828,0.75193,0,0
0.01419,0.018252,0.17062,0.05101,0.28616,0.36808,3.4409,1.0287,0,0
0.016433,0.022347,0.21781,0.065346,0.3314,0.45066,4.3925,1.3178,0,0
0.01915,0.026888,0.26011,0.078029,0.38619,0.54223,5.2456,1.5736,0,0
0.022346,0.031595,0.29766,0.092418,0.32736,0.5054,5.4249,1.6456,0,0
0.025215,0.035825,0.33599,0.10838,0.31959,0.51421,5.4806,1.7021,0,0
0.029233,0.042073,0.37885,0.12314,0.34444,0.55869,5.3574,1.7314,0,0
0.033089,0.047872,0.4195,0.13864,0.38113,0.59733,5.019,1.7672,0,0
0.037009,0.053676,0.45912,0.15637,0.41495,0.6318,4.8663,1.8356,0,0
0.04045,0.059418,0.49999,0.17288,0.42954,0.65603,4.8375,1.9129,0,0
0.049066,0.071389,0.53741,0.18618,0.53886,0.80252,4.8349,1.891,0,0
0.058108,0.083195,0.57309,0.19708,0.66334,0.9553,4.7814,1.7888,0,0
0.061715,0.088387,0.60731,0.20878,0.65504,0.93399,4.6072,1.7271,0,0
0.064623,0.09287,0.64128,0.22265,0.63593,0.90746,4.4725,1.6942,0,0
0.067172,0.096738,0.67673,0.23842,0.60827,0.86842,4.3885,1.6548,0,0
0.069332,0.1004,0.71211,0.25291,0.58246,0.82657,4.2779,1.6138,0,0
0.072148,0.10455,0.74578,0.26673,0.46548,0.66882,4.2021,1.6244,0,0
0.0763,0.11043,0.78131,0.27956,0.36688,0.54927,4.1992,1.6635,0,0
0.079506,0.11644,0.81789,0.29366,0.35878,0.5658,4.2468,1.7118,0,0
0.082247,0.12171,0.85362,0.30828,0.35542,0.58157,4.2821,1.7268,0,0
0.085157,0.12634,0.88778,0.32176,0.36271,0.59695,4.2562,1.6805,0,0
0.087627,0.13028,0.92026,0.3347,0.36895,0.60238,4.1977,1.6496,0,0
0.090879,0.13482,0.9502,0.34839,0.37775,0.61038,4.1225,1.6467,0,0
0.094019,0.13951,0.97898,0.3614,0.35733,0.58648,3.9863,1.6504,0,0
0.096758,0.1437,1.0083,0.37377,0.34792,0.54964,3.8391,1.6154,0,0
0.099076,0.14798,1.0402,0.38635,0.33939,0.52984,3.7619,1.5746,0,0
0.10129,0.15206,1.0757,0.39959,0.32525,0.51878,3.7894,1.5697,0,0
0.10342,0.15554,1.1082,0.41242,0.31842,0.50958,3.7908,1.5672,0,0
0.10503,0.15848,1.1375,0.4273,0.28545,0.47716,3.7777,1.5914,0,0
0.10726,0.16202,1.169,0.44256,0.26698,0.45384,3.8326,1.6368,0,0
0.11025,0.16639,1.2017,0.45603,0.27203,0.45757,3.9016,1.659,0,0
0.11263,0.1705,1.2321,0.46935,0.27339,0.45419,3.8707,1.6737,0,0
0.11467,0.17452,1.2643,0.48261,0.26986,0.45295,3.804,1.6742,0,0
0.1168,0.17843,1.2963,0.49563,0.27,0.46158,3.7929,1.6781,0,0
0.11946,0.18284,1.33,0.50802,0.29091,0.49124,3.8807,1.6278,0,0
0.12211,0.18731,1.3642,0.52178,0.29957,0.51002,3.9353,1.5976,0,0
0.12514,0.1927,1.3982,0.53431,0.30041,0.53057,3.9623,1.5786,0,0
0.12891,0.19869,1.4316,0.54748,0.32826,0.56838,4.0232,1.5756,0,0
0.1317,0.20337,1.4646,0.56246,0.34358,0.58177,4.0392,1.6103,0,0
0.13486,0.20822,1.4944,0.57636,0.36412,0.60064,3.9954,1.6281,0,0
0.13854,0.21336,1.5269,0.58995,0.38487,0.61543,3.9723,1.6524,0,0
0.14143,0.21782,1.5578,0.60239,0.38956,0.61538,3.9051,1.6256,0,0
0.14334,0.22139,1.5901,0.61563,0.36696,0.57859,3.8695,1.6401,0,0
0.14558,0.22533,1.625,0.62995,0.33629,0.53729,3.8994,1.6632,0,0
0.14797,0.22924,1.6576,0.64308,0.32802,0.52178,3.8923,1.6259,0,0
0.14977,0.23298,1.6892,0.65606,0.30077,0.49941,3.9285,1.6073,0,0
0.1516,0.23689,1.7215,0.66935,0.2632,0.47452,3.923,1.6011,0,0
0.15387,0.24127,1.7556,0.68225,0.25095,0.47278,3.9894,1.6104,0,0
0.15614,0.24585,1.7913,0.69612,0.25819,0.49325,4.0585,1.6231,0,0
0.15923,0.25076,1.8272,0.71047,0.27524,0.51289,4.079,1.6239,0,0
0.16242,0.2553,1.8574,0.72267,0.29148,0.52552,4.0282,1.605,0,0
0.16527,0.25969,1.8849,0.73437,0.31249,0.53868,3.9458,1.5793,0,0
0.16831,0.26435,1.9183,0.74754,0.33713,0.55384,3.9702,1.5768,0,0
0.17059,0.26832,1.956,0.76182,0.33704,0.54567,4.0415,1.6046,0,0
0.17279,0.27199,1.9899,0.77519,0.3358,0.52728,4.004,1.5947,0,0
0.17513,0.27619,2.0261,0.788,0.3205,0.51288,4.0117,1.5635,0,0
0.17739,0.28004,2.0614,0.8015,0.30191,0.49884,4.1145,1.5897,0,0
0.18043,0.28477,2.0968,0.81471,0.30575,0.50578,4.2739,1.6202,0,0
0.18338,0.28968,2.1337,0.82812,0.30381,0.51085,4.3426,1.6252,0,0
0.1854,0.29383,2.1687,0.84078,0.2987,0.51439,4.2895,1.5924,0,0
0.18785,0.29824,2.2018,0.85464,0.30364,0.52925,4.2731,1.6023,0,0
0.19043,0.3027,2.2345,0.86833,0.30868,0.53448,4.201,1.62,0,0
0.1932,0.30688,2.267,0.8825,0.31874,0.54132,4.1459,1.6335,0,0
0.19636,0.31201,2.3002,0.8951,0.32132,0.54921,4.1016,1.621,0,0
0.19853,0.31609,2.3358,0.90792,0.30554,0.53256,4.0762,1.6092,0,0
0.20056,0.31984,2.3711,0.92148,0.3057,0.52452,4.0812,1.6275,0,0
0.20297,0.32408,2.4061,0.93501,0.30498,0.52114,4.1206,1.6208,0,0
0.20514,0.32851,2.4377,0.94884,0.29662,0.52062,4.0988,1.6235,0,0
0.20708,0.33238,2.4692,0.96154,0.27988,0.51424,4.0791,1.5941,0,0
0.20913,0.33583,2.5048,0.9742,0.25738,0.48047,4.1257,1.5953,0,0
0.21194,0.34049,2.5416,0.98742,0.27041,0.49212,4.1501,1.6032,0,0
0.21453,0.34485,2.5757,1.0007,0.28188,0.50433,4.1269,1.5974,0,0
0.21694,0.34909,2.6094,1.0155,0.28164,0.50452,4.1002,1.6224,0,0
0.21908,0.35304,2.6451,1.0291,0.28111,0.49453,4.1819,1.6187,0,0
0.22413,0.36198,2.709,1.0549,0.30251,0.52731,4.1178,1.6281,0,0
0.22634,0.36593,2.7428,1.0678,0.29048,0.51291,4.0574,1.6211,0,0
0.22824,0.3699,2.7763,1.0807,0.27639,0.50524,4.0442,1.614,0,0
0.23353,0.37848,2.8429,1.107,0.29139,0.51322,3.9906,1.5718,0,0
0.23851,0.38699,2.9044,1.1347,0.29005,0.50443,3.9401,1.6087,0,0
0.24067,0.39082,2.9352,1.1486,0.28889,0.502,3.8798,1.6298,0,0
0.24308,0.39494,2.9657,1.1641,0.29938,0.5049,3.8205,1.682,0,0
0.24611,0.39941,2.997,1.1796,0.30832,0.50795,3.7703,1.7264,0,0
0.24929,0.40433,3.0284,1.1941,0.3179,0.52131,3.7408,1.755,0,0
0.25162,0.40828,3.0611,1.2088,0.30975,0.51295,3.7871,1.7656,0,0
0.25359,0.41203,3.095,1.2231,0.30415,0.50487,3.8446,1.7834,0,0
0.25529,0.41564,3.1288,1.236,0.29498,0.50049,3.9059,1.7618,0,0
0.25764,0.42008,3.1621,1.2491,0.29358,0.50704,3.9607,1.714,0,0
0.2596,0.4244,3.1962,1.2619,0.27203,0.50393,4.0171,1.6587,0,0
0.26144,0.42806,3.2309,1.2745,0.24494,0.4784,4.0819,1.6219,0,0
0.26406,0.43251,3.2672,1.2888,0.25077,0.48865,4.1565,1.612,0,0
0.2668,0.43779,3.3023,1.3032,0.26631,0.51967,4.1815,1.6149,0,0
0.26985,0.4428,3.3334,1.3178,0.29365,0.54773,4.125,1.6503,0,0
