X1,X2,X3,X4,X5,X6,X7,X8,Sds_Armed,Anomaly_Tag
0.0089642,0.015751,0.080414,0.034535,0.18078,0.31765,1.6217,0.69646,0,0
0.011787,0.021063,0.10595,0.045659,0.2377,0.42478,2.1367,0.92078,0,0
0.014599,0.02577,0.12966,0.056516,0.29442,0.51969,2.6148,1.1397,0,0
0.017835,0.031128,0.15361,0.06732,0.35966,0.62775,3.0978,1.3576,0,0
0.021697,0.0373,0.18067,0.078399,0.37945,0.65047,3.0854,1.349,0,0
0.024655,0.042441,0.20996,0.089568,0.37892,0.6483,3.1636,1.3393,0,0
0.026867,0.046567,0.2392,0.10042,0.36103,0.62146,3.2021,1.3286,0,0
0.0293,0.05086,0.2682,0.11073,0.35319,0.6009,3.2719,1.3122,0,0
0.032437,0.055891,0.29598,0.12151,0.35973,0.60744,3.3542,1.3107,0,0
0.036928,0.062507,0.32343,0.1323,0.38506,0.63282,3.4247,1.3104,0,0
0.040736,0.068014,0.34888,0.1429,0.38396,0.61942,3.3921,1.3007,0,0
0.045404,0.074408,0.3743,0.15332,0.41843,0.64467,3.3141,1.2857,0,0
0.049658,0.081488,0.39922,0.16414,0.45963,0.70423,3.2271,1.2851,0,0
0.052151,0.087704,0.42773,0.17458,0.46082,0.74302,3.2172,1.2878,0,0
0.054668,0.093277,0.45868,0.18453,0.44832,0.75396,3.2811,1.271,0,0
0.058296,0.099601,0.48501,0.1942,0.43091,0.74806,3.2586,1.2484,0,0
0.062977,0.10632,0.50971,0.20418,0.44853,0.77258,3.2435,1.2358,0,0
0.066686,0.11222,0.53818,0.21535,0.42919,0.76249,3.305,1.2509,0,0
0.070472,0.11937,0.56833,0.22664,0.41974,0.76402,3.4104,1.2604,0,0
0.074653,0.12654,0.59795,0.23771,0.45379,0.78311,3.4329,1.2731,0,0
0.078717,0.1334,0.62873,0.2481,0.48499,0.80916,3.4292,1.2819,0,0
0.082961,0.14015,0.65497,0.25832,0.49741,0.81775,3.4276,1.2929,0,0
0.086857,0.14603,0.6789,0.2689,0.48158,0.80065,3.4119,1.3053,0,0
0.090094,0.15195,0.70429,0.2804,0.47206,0.80123,3.3498,1.3118,0,0
0.093319,0.15812,0.73115,0.29154,0.46075,0.78137,3.2835,1.3089,0,0
0.097447,0.16454,0.7584,0.30283,0.45969,0.76651,3.2356,1.3132,0,0
0.1016,0.17058,0.78722,0.31454,0.4614,0.74971,3.1964,1.3398,0,0
0.10448,0.17519,0.8162,0.32698,0.43403,0.70668,3.2515,1.3847,0,0
0.10724,0.18002,0.84233,0.33837,0.41107,0.68549,3.2958,1.401,0,0
0.11031,0.18601,0.86754,0.3494,0.40761,0.68696,3.2923,1.3915,0,0
0.11421,0.19291,0.8955,0.3609,0.42131,0.70168,3.3144,1.3987,0,0
0.11809,0.20018,0.92196,0.37193,0.41628,0.71864,3.2985,1.3935,0,0
0.12199,0.20677,0.94822,0.38389,0.41129,0.72996,3.2468,1.3986,0,0
0.12653,0.21342,0.97601,0.3958,0.44452,0.77082,3.2228,1.3879,0,0
0.13053,0.22033,1.0011,0.40706,0.46971,0.81304,3.2018,1.3853,0,0
0.13321,0.22672,1.0271,0.4182,0.46195,0.82102,3.2169,1.3874,0,0
0.13646,0.23305,1.0532,0.42964,0.44876,0.80939,3.1809,1.3863,0,0
0.1413,0.24109,1.0785,0.44117,0.46812,0.82505,3.1569,1.3963,0,0
0.14586,0.24848,1.1054,0.45148,0.48135,0.84118,3.1697,1.3631,0,0
0.14979,0.25486,1.1352,0.46368,0.46911,0.83574,3.2094,1.3689,0,0
0.15483,0.26292,1.1679,0.47642,0.49004,0.85885,3.3629,1.3987,0,0
0.16075,0.27191,1.1968,0.48841,0.55539,0.91123,3.423,1.4159,0,0
0.16509,0.27855,1.2237,0.50075,0.57722,0.91756,3.4377,1.4341,0,0
0.16867,0.28408,1.2492,0.5117,0.552,0.86703,3.4416,1.4223,0,0
0.17191,0.28921,1.276,0.5245,0.52529,0.82124,3.4396,1.4726,0,0
0.17586,0.29563,1.3073,0.53715,0.52575,0.82234,3.4708,1.4817,0,0
0.17941,0.30211,1.3372,0.54897,0.4957,0.79038,3.4142,1.4632,0,0
0.18307,0.30874,1.3636,0.56173,0.45007,0.74276,3.3643,1.4786,0,0
0.18585,0.31477,1.3892,0.57331,0.4187,0.73042,3.3382,1.4633,0,0
0.18846,0.32039,1.4154,0.58325,0.39909,0.73212,3.3524,1.443,0,0
0.19119,0.32556,1.4415,0.59566,0.38881,0.73319,3.3381,1.435,0,0
0.19427,0.33089,1.4672,0.60835,0.37126,0.71091,3.2248,1.4358,0,0
0.19771,0.33706,1.4953,0.62003,0.36897,0.70474,3.1886,1.433,0,0
0.20174,0.3445,1.5227,0.63161,0.37651,0.72125,3.2082,1.4092,0,0
0.20625,0.3517,1.5466,0.64336,0.41149,0.74477,3.1743,1.4128,0,0
0.21001,0.35737,1.5702,0.65489,0.43452,0.74575,3.122,1.4448,0,0
0.21426,0.36454,1.5942,0.66718,0.46534,0.78609,3.0802,1.4423,0,0
0.21875,0.37243,1.6246,0.67886,0.49365,0.83776,3.1755,1.4219,0,0
0.22289,0.37889,1.6637,0.69138,0.50787,0.84367,3.3974,1.4388,0,0
0.2258,0.38457,1.7105,0.70461,0.48519,0.80802,3.7873,1.4723,0,0
0.22866,0.39091,1.8169,0.72411,0.45194,0.79078,5.4495,1.6285,0,0
0.23181,0.39765,1.9938,0.74737,0.43974,0.81235,8.5429,1.865,0,0
0.23597,0.40619,2.2133,0.77097,0.43788,0.83985,12.485,2.0932,0,0
0.23951,0.41398,2.4704,0.79029,0.41875,0.83804,17.056,2.2472,0,0
0.24296,0.4213,2.7342,0.80976,0.40478,0.85525,21.588,2.3874,0,0
0.24814,0.43106,3.0252,0.83173,0.45055,0.93756,26.514,2.5635,0,0
0.25334,0.44235,3.346,0.85703,0.49765,1.0373,30.838,2.6804,0,0
0.25894,0.45453,3.6538,0.87749,0.547,1.147,33.476,2.624,0,0
0.26465,0.46544,3.9335,0.8965,0.57827,1.195,34.689,2.5315,0,0
0.27055,0.47612,4.139,0.91491,0.62594,1.2531,33.649,2.5131,0,0
0.27712,0.48749,4.2783,0.9307,0.68874,1.3348,31.139,2.4389,0,0
0.28132,0.49631,4.403,0.94405,0.66917,1.3159,27.785,2.265,0,0
0.28528,0.50445,4.515,0.957,0.64413,1.2525,23.576,2.0161,0,0
0.28839,0.51176,4.607,0.97043,0.59391,1.1542,19.223,1.8743,0,0
0.29295,0.52213,4.7522,0.98746,0.5708,1.1431,16.511,1.8344,0,0
0.30079,0.53921,5.0767,1.0212,0.60995,1.2724,18.911,2.1426,0,0
0.31141,0.56353,5.4539,1.0729,0.69164,1.5334,23.709,2.8671,0,0
0.32042,0.5821,5.6455,1.1066,0.78841,1.7299,25.057,3.2777,0,0
0.32569,0.58947,5.7441,1.1224,0.81493,1.7144,24.785,3.3348,0,0
0.32937,0.59556,5.8404,1.1411,0.8264,1.69,24.873,3.4418,0,0
0.33272,0.60266,5.9663,1.1666,0.80207,1.6241,24.485,3.6126,0,0
0.33603,0.61016,6.1128,1.1923,0.71066,1.4308,20.895,3.4515,0,0
0.34042,0.61803,6.2717,1.2168,0.58504,1.0992,16.493,2.903,0,0
0.34474,0.62608,6.4634,1.2467,0.4905,0.88698,16.495,2.8263,0,0
0.34817,0.63301,6.6499,1.2791,0.4533,0.87806,18.268,3.161,0,0
0.35476,0.64345,6.8508,1.3109,0.51213,0.96578,20.376,3.4252,0,0
0.36061,0.65344,7.0456,1.3449,0.56227,1.0241,21.766,3.596,0,0
0.36377,0.66095,7.2057,1.3808,0.55944,1.0242,22.039,3.8009,0,0
0.36761,0.66906,7.3594,1.4183,0.54824,1.0292,21.935,4.0641,0,0
0.37406,0.68071,7.5759,1.4604,0.59128,1.1017,22.435,4.3092,0,0
0.37969,0.691,7.8396,1.5074,0.63568,1.1694,23.992,4.603,0,0
0.38509,0.70086,8.1059,1.5624,0.61157,1.1577,25.311,5.0706,0,0
0.38972,0.70985,8.3965,1.6239,0.58709,1.1375,27.242,5.6265,0,0
0.39412,0.71936,8.7749,1.6876,0.61197,1.1781,31.647,6.188,0,0
0.39882,0.72884,9.1476,1.7478,0.6294,1.2054,36.061,6.6442,0,0
0.40295,0.73905,9.4682,1.8054,0.58264,1.1766,38.162,6.958,0,0
0.40816,0.74975,9.7252,1.8593,0.57417,1.1848,38.026,7.0977,0,0
0.41285,0.75888,9.9904,1.9184,0.55985,1.1701,38.005,7.1804,0,0
0.41682,0.76812,10.36,1.9838,0.54665,1.1751,39.597,7.2582,0,0
0.42186,0.77948,10.762,2.0502,0.55936,1.2124,40.078,7.3121,0,0
0.4267,0.79157,11.173,2.1153,0.56238,1.2652,40.84,7.4107,0,0
0.43098,0.80159,11.591,2.1751,0.56522,1.2612,42.807,7.4547,0,0
0.43517,0.80963,11.994,2.2331,0.54475,1.2076,45.747,7.5386,0,0
0.43884,0.81786,12.381,2.2959,0.52419,1.1894,48.214,7.6133,0,0
0.44861,0.84185,13.195,2.4307,0.53951,1.2578,49.053,7.6735,0,0
0.45485,0.85461,13.656,2.5028,0.5677,1.2713,50.071,7.8142,0,0
0.46078,0.86595,14.114,2.5761,0.60107,1.298,50.879,8.0868,0,0
0.46522,0.87775,14.556,2.6434,0.60606,1.3738,51.667,8.2732,0,0
0.46949,0.88932,15.004,2.7066,0.61802,1.4411,52.885,8.2809,0,0
0.47355,0.89821,15.428,2.7766,0.60668,1.407,53.345,8.3352,0,0
0.47871,0.90874,15.886,2.8518,0.60704,1.3489,54.281,8.4925,0,0
0.48353,0.92134,16.332,2.9262,0.57833,1.3457,53.982,8.5386,0,0
0.48807,0.93455,16.821,3.0037,0.55035,1.3835,54.586,8.6228,0,0
0.49264,0.94734,17.346,3.0971,0.55281,1.4034,56.278,9.1507,0,0
0.4984,0.95864,17.968,3.1901,0.58313,1.3979,59.789,9.7511,0,0
0.50405,0.96975,18.595,3.2784,0.61522,1.4427,63.874,10.121,0,0
0.50869,0.98149,19.196,3.3731,0.60462,1.4672,66.752,10.513,0,0
0.51312,0.99171,19.716,3.4605,0.59673,1.4191,68.242,10.775,0,0
0.51431,0.99667,20.12,3.5272,0.5872,1.3544,67.108,10.79,0,0
0.51515,1.0029,20.422,3.5671,0.57238,1.3279,63.098,9.9454,0,0
0.51689,1.01,20.657,3.5936,0.55359,1.3535,55.842,8.8328,0,0
0.51938,1.0141,20.836,3.6165,0.54682,1.3181,47.328,7.7375,0,0
0.52164,1.0168,20.934,3.6337,0.55561,1.2307,37.662,6.3937,0,0
0.52207,1.0174,20.979,3.6446,0.54008,1.1462,28.565,5.0707,0,0
0.52174,1.0169,20.998,3.6502,0.52931,1.0591,20.773,3.829,0,0
0.52147,1.0167,21.005,3.6535,0.50631,0.92589,14.928,3.0811,0,0
0.52161,1.0173,21.009,3.6558,0.45624,0.76811,10.305,2.5841,0,0
0.52229,1.0185,21.012,3.6581,0.41182,0.69148,6.828,2.1512,0,0
0.52514,1.0227,21.019,3.6589,0.43028,0.72711,5.0609,1.82,0,0
0.52806,1.0271,21.028,3.6595,0.50599,0.82806,4.4192,1.6115,0,0
0.52927,1.0309,21.036,3.6604,0.53586,0.90193,4.1686,1.5076,0,0
0.5282,1.0345,21.041,3.6628,0.55413,1.0054,4.0362,1.4731,0,0
0.52839,1.0381,21.06,3.6686,0.59637,1.1249,4.256,1.543,0,0
0.53198,1.0438,21.167,3.716,0.65622,1.2519,6.3276,2.4556,0,0
0.53876,1.0575,21.413,3.8506,0.72293,1.4568,11.222,5.1359,0,0
0.54958,1.079,21.91,4.1117,0.86484,1.7946,21.033,10.368,0,0
0.56309,1.1072,22.412,4.3799,1.1305,2.3095,30.985,15.745,0,0
0.57416,1.1298,22.826,4.6042,1.3561,2.6832,39.29,20.236,0,0
0.58111,1.151,23.231,4.8137,1.4828,3.0394,47.192,24.354,0,0
0.59146,1.1783,23.691,5.0237,1.6534,3.4956,54.332,27.646,0,0
0.60527,1.2196,24.059,5.2,1.8263,4.0773,56.809,28.495,0,0
0.63067,1.2632,24.409,5.4216,2.1326,4.5327,53.828,27.709,0,0
0.66893,1.3264,24.999,5.8056,2.616,5.2223,55.592,30.058,0,0
0.71303,1.4269,25.853,6.2589,3.2726,6.7939,64.399,34.682,0,0
0.81569,1.6181,27.326,7.0488,5.1916,10.203,85.868,46.382,0,0
0.96317,1.8764,29.589,8.2184,7.9559,14.846,122.2,65.739,0,0
1.0589,2.0574,31.882,9.3578,9.6094,17.645,160.96,85.189,0,0
1.1711,2.2865,34.375,10.696,11.333,21.344,204.24,107.74,0,0
1.277,2.5395,37.039,12.115,12.674,25.149,246.1,128.64,0,0
1.3786,2.8145,39.514,13.264,13.83,28.669,278.79,142.67,0,0
1.5546,3.2216,42.835,14.836,15.323,33.039,316.08,158.44,0,0
1.7094,3.5649,46.212,16.237,15.465,34.769,338.53,163.11,0,0
1.8349,3.8657,49.447,17.612,16.062,37.199,357.47,167.86,0,0
1.9326,4.0363,51.673,18.638,15.801,36.059,352.05,161.57,0,0
2.0103,4.177,54.222,19.659,15.257,33.835,349.72,153.51,0,0
2.0985,4.3721,57.13,20.775,14.979,32.233,358.47,152.84,0,0
2.2208,4.5873,59.742,21.82,13.885,28.349,344.14,142.24,0,0
2.3709,4.8274,62.485,23.011,13.808,26.286,331.33,138,0,0
2.4831,5.0447,64.984,24.183,13.552,24.618,316.49,133.88,0,0
2.5971,5.277,67.727,25.421,13.87,25.856,326.98,138.14,0,0
2.7096,5.4781,70.245,26.544,14.594,27.098,326.49,140.25,0,0
2.8345,5.7251,72.47,27.698,15.399,28.196,312.79,141.04,0,0
2.9493,5.9658,74.964,28.798,15.267,28.717,310.41,142.16,0,0
3.0716,6.2342,77.684,29.921,14.683,29.236,309.95,140.77,0,0
3.2246,6.5279,80.489,31.194,15.479,30.731,316.12,142.85,0,0
3.3782,6.8617,83.323,32.567,16.277,32.78,317.99,145.61,0,0
3.517,7.1812,85.826,33.744,16.778,35.137,317.64,146.67,0,0
3.6538,7.4285,88.088,34.76,16.973,35.095,318.33,143.89,0,0
3.7417,7.639,90.607,35.805,16.4,34.473,318.81,142.76,0,0
3.8692,7.9402,93.137,37.14,16.485,35.136,314.99,147.02,0,0
4.0078,8.3,95.594,38.55,16.184,36.471,307.96,149.79,0,0
4.1669,8.6658,98.344,39.939,16.277,37.094,306.15,150.09,0,0
4.3013,9.0073,101.37,41.262,16.186,37.531,316.71,153.04,0,0
4.4516,9.3646,104.01,42.527,16.466,39.767,324.36,158.05,0,0
4.5634,9.643,106.25,43.755,16.982,41.16,318.6,161.74,0,0
4.6726,9.8737,108.4,44.857,16.636,39.74,310.94,157.07,0,0
4.8465,10.133,111.09,45.913,17.378,37.753,315.54,149.94,0,0
5.0192,10.512,114.71,47.212,17.683,38.074,333.2,148.09,0,0
5.2147,10.932,118.22,48.811,18.929,39.667,343.12,153.68,0,0
5.3902,11.284,121.35,50.67,19.414,39.513,353.49,165.68,0,0
5.51,11.522,123.97,52.06,19.54,38.693,362.79,169.13,0,0
5.6248,11.826,126.63,53.151,19.642,40.174,376.07,169.13,0,0
5.7584,12.216,129.48,54.29,18.828,42.849,383.32,171.03,0,0
5.9255,12.572,132.09,55.473,18.696,42.371,367.52,168.85,0,0
6.0344,12.826,134.28,56.566,16.936,39.049,345.44,158.78,0,0
6.1271,13.076,136.39,57.727,15.31,37.077,329.77,144.88,0,0
6.3231,13.466,138.57,58.91,16.897,40.238,325.3,140.81,0,0
6.6068,13.988,141.24,60.458,20.35,44.759,328.27,149.99,0,0
6.7729,14.3,143.81,61.805,21.037,43.229,323.75,154.08,0,0
6.8539,14.496,146.06,62.953,19.347,40.062,315.38,153.36,0,0
6.9508,14.75,148.39,64.019,19.168,40.119,315.74,152.74,0,0
7.0727,15.018,150.97,65.004,19.739,40.479,321.83,149.02,0,0
