X1,X2,X3,X4,X5,X6,X7,X8,Sds_Armed,Anomaly_Tag
0.012954,0.018443,0.052179,0.032276,0.26123,0.37194,1.0523,0.65089,0,0
0.020415,0.028127,0.079188,0.045911,0.41171,0.56723,1.597,0.92587,0,0
0.028331,0.039481,0.10839,0.061914,0.57134,0.7962,2.1858,1.2486,0,0
0.035569,0.049807,0.13682,0.079711,0.71732,1.0044,2.7592,1.6075,0,0
0.042808,0.060857,0.16445,0.095665,0.86329,1.2273,3.3164,1.9292,0,0
0.047787,0.068451,0.19014,0.10979,0.86839,1.2121,3.2748,1.8556,0,0
0.052808,0.075305,0.21624,0.12651,0.80374,1.1467,3.3086,1.9004,0,0
0.058731,0.08382,0.24358,0.14288,0.77269,1.1231,3.3153,1.9555,0,0
0.066045,0.094363,0.26955,0.15748,0.76057,1.1068,3.2502,1.9272,0,0
0.073484,0.10573,0.29293,0.17196,0.76461,1.1278,3.1482,1.8603,0,0
0.080463,0.117,0.31832,0.18764,0.75939,1.1323,3.1031,1.8549,0,0
0.087226,0.12735,0.34394,0.20214,0.79535,1.1878,3.1018,1.8623,0,0
0.092346,0.13485,0.3716,0.21493,0.79734,1.2009,3.133,1.7832,0,0
0.096833,0.14081,0.39819,0.22916,0.7684,1.1492,3.118,1.74,0,0
0.10149,0.14697,0.42025,0.24286,0.71481,1.0609,3.0391,1.7219,0,0
0.10495,0.15291,0.44272,0.25655,0.63462,0.95149,3.0208,1.7061,0,0
0.10834,0.15904,0.46981,0.27009,0.56209,0.84774,3.0551,1.6628,0,0
0.11164,0.16481,0.50189,0.28477,0.49233,0.75537,3.1853,1.6665,0,0
0.11869,0.17523,0.5311,0.29707,0.53123,0.8143,3.2166,1.6565,0,0
0.12698,0.18559,0.55363,0.30685,0.6079,0.90313,3.1347,1.5667,0,0
0.13098,0.19115,0.64435,0.32386,0.59472,0.89093,4.5193,1.6335,0,0
0.13334,0.1957,0.87332,0.35542,0.57248,0.86291,8.6838,1.9938,0,0
0.13557,0.19989,1.0125,0.38765,0.54926,0.82388,10.945,2.3708,0,0
0.13775,0.20401,1.3074,0.48563,0.52666,0.79054,16.244,4.0506,0,0
0.14001,0.20867,2.1487,0.69542,0.4299,0.67424,32.622,8.0334,0,0
0.14339,0.21451,3.2417,0.89172,0.33091,0.58324,54.209,11.795,0,0
0.14694,0.22094,4.6896,1.0684,0.3219,0.60086,81.579,15.014,0,0
0.14979,0.22799,6.0404,1.3121,0.33174,0.65112,104.2,19.293,0,0
0.15282,0.23498,6.7739,1.47,0.34779,0.70765,116.19,21.828,0,0
0.15622,0.24266,7.7664,1.6516,0.37233,0.77949,130.26,23.514,0,0
0.15965,0.24987,8.9043,1.8737,0.39623,0.83087,136.24,23.763,0,0
0.16344,0.2573,10.154,2.2662,0.40449,0.86292,139.4,27.719,0,0
0.16646,0.26236,10.47,2.4074,0.39363,0.83529,116.57,27.004,0,0
0.16851,0.26768,10.861,2.4806,0.37747,0.80049,97.209,23.565,0,0
